slug,character,unicodeName,codePoint,group,subGroup,variants
e12-1-person-with-white-cane,🧑‍🦯,E12.1 person with white cane,1F9D1 200D 1F9AF,people-body,person-activity,
e12-0-man-with-white-cane,👨‍🦯,E12.0 man with white cane,1F468 200D 1F9AF,people-body,person-activity,
e12-0-woman-with-white-cane,👩‍🦯,E12.0 woman with white cane,1F469 200D 1F9AF,people-body,person-activity,
e12-1-person-in-motorized-wheelchair,🧑‍🦼,E12.1 person in motorized wheelchair,1F9D1 200D 1F9BC,people-body,person-activity,
e12-0-man-in-motorized-wheelchair,👨‍🦼,E12.0 man in motorized wheelchair,1F468 200D 1F9BC,people-body,person-activity,
e12-0-woman-in-motorized-wheelchair,👩‍🦼,E12.0 woman in motorized wheelchair,1F469 200D 1F9BC,people-body,person-activity,
e12-1-person-in-manual-wheelchair,🧑‍🦽,E12.1 person in manual wheelchair,1F9D1 200D 1F9BD,people-body,person-activity,
e12-0-man-in-manual-wheelchair,👨‍🦽,E12.0 man in manual wheelchair,1F468 200D 1F9BD,people-body,person-activity,
e12-0-woman-in-manual-wheelchair,👩‍🦽,E12.0 woman in manual wheelchair,1F469 200D 1F9BD,people-body,person-activity,
e0-6-person-running,🏃,E0.6 person running,1F3C3,people-body,person-activity,"[{'slug': 'e1-0-person-running-light-skin-tone', 'character': '🏃🏻'}, {'slug': 'e1-0-person-running-medium-light-skin-tone', 'character': '🏃🏼'}, {'slug': 'e1-0-person-running-medium-skin-tone', 'character': '🏃🏽'}, {'slug': 'e1-0-person-running-medium-dark-skin-tone', 'character': '🏃🏾'}, {'slug': 'e1-0-person-running-dark-skin-tone', 'character': '🏃🏿'}, {'slug': 'e4-0-man-running', 'character': '🏃\u200d♂️'}, {'slug': 'e4-0-man-running-light-skin-tone', 'character': '🏃🏻\u200d♂️'}, {'slug': 'e4-0-man-running-medium-light-skin-tone', 'character': '🏃🏼\u200d♂️'}, {'slug': 'e4-0-man-running-medium-skin-tone', 'character': '🏃🏽\u200d♂️'}, {'slug': 'e4-0-man-running-medium-dark-skin-tone', 'character': '🏃🏾\u200d♂️'}, {'slug': 'e4-0-man-running-dark-skin-tone', 'character': '🏃🏿\u200d♂️'}, {'slug': 'e4-0-woman-running', 'character': '🏃\u200d♀️'}, {'slug': 'e4-0-woman-running-light-skin-tone', 'character': '🏃🏻\u200d♀️'}, {'slug': 'e4-0-woman-running-medium-light-skin-tone', 'character': '🏃🏼\u200d♀️'}, {'slug': 'e4-0-woman-running-medium-skin-tone', 'character': '🏃🏽\u200d♀️'}, {'slug': 'e4-0-woman-running-medium-dark-skin-tone', 'character': '🏃🏾\u200d♀️'}, {'slug': 'e4-0-woman-running-dark-skin-tone', 'character': '🏃🏿\u200d♀️'}]"
e0-6-woman-dancing,💃,E0.6 woman dancing,1F483,people-body,person-activity,"[{'slug': 'e1-0-woman-dancing-light-skin-tone', 'character': '💃🏻'}, {'slug': 'e1-0-woman-dancing-medium-light-skin-tone', 'character': '💃🏼'}, {'slug': 'e1-0-woman-dancing-medium-skin-tone', 'character': '💃🏽'}, {'slug': 'e1-0-woman-dancing-medium-dark-skin-tone', 'character': '💃🏾'}, {'slug': 'e1-0-woman-dancing-dark-skin-tone', 'character': '💃🏿'}]"
e3-0-man-dancing,🕺,E3.0 man dancing,1F57A,people-body,person-activity,"[{'slug': 'e3-0-man-dancing-light-skin-tone', 'character': '🕺🏻'}, {'slug': 'e3-0-man-dancing-medium-light-skin-tone', 'character': '🕺🏼'}, {'slug': 'e3-0-man-dancing-medium-skin-tone', 'character': '🕺🏽'}, {'slug': 'e3-0-man-dancing-medium-dark-skin-tone', 'character': '🕺🏾'}, {'slug': 'e3-0-man-dancing-dark-skin-tone', 'character': '🕺🏿'}]"
e0-7-person-in-suit-levitating,🕴️,E0.7 person in suit levitating,1F574 FE0F,people-body,person-activity,
e4-0-person-in-suit-levitating-light-skin-tone,🕴🏻,E4.0 person in suit levitating: light skin tone,1F574 1F3FB,people-body,person-activity,
e4-0-person-in-suit-levitating-medium-light-skin-tone,🕴🏼,E4.0 person in suit levitating: medium-light skin tone,1F574 1F3FC,people-body,person-activity,
e4-0-person-in-suit-levitating-medium-skin-tone,🕴🏽,E4.0 person in suit levitating: medium skin tone,1F574 1F3FD,people-body,person-activity,
e4-0-person-in-suit-levitating-medium-dark-skin-tone,🕴🏾,E4.0 person in suit levitating: medium-dark skin tone,1F574 1F3FE,people-body,person-activity,
e4-0-person-in-suit-levitating-dark-skin-tone,🕴🏿,E4.0 person in suit levitating: dark skin tone,1F574 1F3FF,people-body,person-activity,
e0-6-people-with-bunny-ears,👯,E0.6 people with bunny ears,1F46F,people-body,person-activity,"[{'slug': 'e4-0-men-with-bunny-ears', 'character': '👯\u200d♂️'}, {'slug': 'e4-0-women-with-bunny-ears', 'character': '👯\u200d♀️'}]"
e5-0-person-in-steamy-room,🧖,E5.0 person in steamy room,1F9D6,people-body,person-activity,"[{'slug': 'e5-0-person-in-steamy-room-light-skin-tone', 'character': '🧖🏻'}, {'slug': 'e5-0-person-in-steamy-room-medium-light-skin-tone', 'character': '🧖🏼'}, {'slug': 'e5-0-person-in-steamy-room-medium-skin-tone', 'character': '🧖🏽'}, {'slug': 'e5-0-person-in-steamy-room-medium-dark-skin-tone', 'character': '🧖🏾'}, {'slug': 'e5-0-person-in-steamy-room-dark-skin-tone', 'character': '🧖🏿'}, {'slug': 'e5-0-man-in-steamy-room', 'character': '🧖\u200d♂️'}, {'slug': 'e5-0-man-in-steamy-room-light-skin-tone', 'character': '🧖🏻\u200d♂️'}, {'slug': 'e5-0-man-in-steamy-room-medium-light-skin-tone', 'character': '🧖🏼\u200d♂️'}, {'slug': 'e5-0-man-in-steamy-room-medium-skin-tone', 'character': '🧖🏽\u200d♂️'}, {'slug': 'e5-0-man-in-steamy-room-medium-dark-skin-tone', 'character': '🧖🏾\u200d♂️'}, {'slug': 'e5-0-man-in-steamy-room-dark-skin-tone', 'character': '🧖🏿\u200d♂️'}, {'slug': 'e5-0-woman-in-steamy-room', 'character': '🧖\u200d♀️'}, {'slug': 'e5-0-woman-in-steamy-room-light-skin-tone', 'character': '🧖🏻\u200d♀️'}, {'slug': 'e5-0-woman-in-steamy-room-medium-light-skin-tone', 'character': '🧖🏼\u200d♀️'}, {'slug': 'e5-0-woman-in-steamy-room-medium-skin-tone', 'character': '🧖🏽\u200d♀️'}, {'slug': 'e5-0-woman-in-steamy-room-medium-dark-skin-tone', 'character': '🧖🏾\u200d♀️'}, {'slug': 'e5-0-woman-in-steamy-room-dark-skin-tone', 'character': '🧖🏿\u200d♀️'}]"
e5-0-person-climbing,🧗,E5.0 person climbing,1F9D7,people-body,person-activity,"[{'slug': 'e5-0-person-climbing-light-skin-tone', 'character': '🧗🏻'}, {'slug': 'e5-0-person-climbing-medium-light-skin-tone', 'character': '🧗🏼'}, {'slug': 'e5-0-person-climbing-medium-skin-tone', 'character': '🧗🏽'}, {'slug': 'e5-0-person-climbing-medium-dark-skin-tone', 'character': '🧗🏾'}, {'slug': 'e5-0-person-climbing-dark-skin-tone', 'character': '🧗🏿'}, {'slug': 'e5-0-man-climbing', 'character': '🧗\u200d♂️'}, {'slug': 'e5-0-man-climbing-light-skin-tone', 'character': '🧗🏻\u200d♂️'}, {'slug': 'e5-0-man-climbing-medium-light-skin-tone', 'character': '🧗🏼\u200d♂️'}, {'slug': 'e5-0-man-climbing-medium-skin-tone', 'character': '🧗🏽\u200d♂️'}, {'slug': 'e5-0-man-climbing-medium-dark-skin-tone', 'character': '🧗🏾\u200d♂️'}, {'slug': 'e5-0-man-climbing-dark-skin-tone', 'character': '🧗🏿\u200d♂️'}, {'slug': 'e5-0-woman-climbing', 'character': '🧗\u200d♀️'}, {'slug': 'e5-0-woman-climbing-light-skin-tone', 'character': '🧗🏻\u200d♀️'}, {'slug': 'e5-0-woman-climbing-medium-light-skin-tone', 'character': '🧗🏼\u200d♀️'}, {'slug': 'e5-0-woman-climbing-medium-skin-tone', 'character': '🧗🏽\u200d♀️'}, {'slug': 'e5-0-woman-climbing-medium-dark-skin-tone', 'character': '🧗🏾\u200d♀️'}, {'slug': 'e5-0-woman-climbing-dark-skin-tone', 'character': '🧗🏿\u200d♀️'}]"
e3-0-person-fencing,🤺,E3.0 person fencing,1F93A,people-body,person-sport,
e1-0-horse-racing,🏇,E1.0 horse racing,1F3C7,people-body,person-sport,"[{'slug': 'e1-0-horse-racing-light-skin-tone', 'character': '🏇🏻'}, {'slug': 'e1-0-horse-racing-medium-light-skin-tone', 'character': '🏇🏼'}, {'slug': 'e1-0-horse-racing-medium-skin-tone', 'character': '🏇🏽'}, {'slug': 'e1-0-horse-racing-medium-dark-skin-tone', 'character': '🏇🏾'}, {'slug': 'e1-0-horse-racing-dark-skin-tone', 'character': '🏇🏿'}]"
e0-7-skier,⛷️,E0.7 skier,26F7 FE0F,people-body,person-sport,
e0-6-snowboarder,🏂,E0.6 snowboarder,1F3C2,people-body,person-sport,"[{'slug': 'e1-0-snowboarder-light-skin-tone', 'character': '🏂🏻'}, {'slug': 'e1-0-snowboarder-medium-light-skin-tone', 'character': '🏂🏼'}, {'slug': 'e1-0-snowboarder-medium-skin-tone', 'character': '🏂🏽'}, {'slug': 'e1-0-snowboarder-medium-dark-skin-tone', 'character': '🏂🏾'}, {'slug': 'e1-0-snowboarder-dark-skin-tone', 'character': '🏂🏿'}]"
e0-7-person-golfing,🏌️,E0.7 person golfing,1F3CC FE0F,people-body,person-sport,
e4-0-person-golfing-light-skin-tone,🏌🏻,E4.0 person golfing: light skin tone,1F3CC 1F3FB,people-body,person-sport,
e4-0-person-golfing-medium-light-skin-tone,🏌🏼,E4.0 person golfing: medium-light skin tone,1F3CC 1F3FC,people-body,person-sport,
e4-0-person-golfing-medium-skin-tone,🏌🏽,E4.0 person golfing: medium skin tone,1F3CC 1F3FD,people-body,person-sport,
e4-0-person-golfing-medium-dark-skin-tone,🏌🏾,E4.0 person golfing: medium-dark skin tone,1F3CC 1F3FE,people-body,person-sport,
e4-0-person-golfing-dark-skin-tone,🏌🏿,E4.0 person golfing: dark skin tone,1F3CC 1F3FF,people-body,person-sport,
e4-0-man-golfing,🏌️‍♂️,E4.0 man golfing,1F3CC FE0F 200D 2642 FE0F,people-body,person-sport,
e4-0-man-golfing-light-skin-tone,🏌🏻‍♂️,E4.0 man golfing: light skin tone,1F3CC 1F3FB 200D 2642 FE0F,people-body,person-sport,
e4-0-man-golfing-medium-light-skin-tone,🏌🏼‍♂️,E4.0 man golfing: medium-light skin tone,1F3CC 1F3FC 200D 2642 FE0F,people-body,person-sport,
e4-0-man-golfing-medium-skin-tone,🏌🏽‍♂️,E4.0 man golfing: medium skin tone,1F3CC 1F3FD 200D 2642 FE0F,people-body,person-sport,
e4-0-man-golfing-medium-dark-skin-tone,🏌🏾‍♂️,E4.0 man golfing: medium-dark skin tone,1F3CC 1F3FE 200D 2642 FE0F,people-body,person-sport,
e4-0-man-golfing-dark-skin-tone,🏌🏿‍♂️,E4.0 man golfing: dark skin tone,1F3CC 1F3FF 200D 2642 FE0F,people-body,person-sport,
e4-0-woman-golfing,🏌️‍♀️,E4.0 woman golfing,1F3CC FE0F 200D 2640 FE0F,people-body,person-sport,
e4-0-woman-golfing-light-skin-tone,🏌🏻‍♀️,E4.0 woman golfing: light skin tone,1F3CC 1F3FB 200D 2640 FE0F,people-body,person-sport,
e4-0-woman-golfing-medium-light-skin-tone,🏌🏼‍♀️,E4.0 woman golfing: medium-light skin tone,1F3CC 1F3FC 200D 2640 FE0F,people-body,person-sport,
e4-0-woman-golfing-medium-skin-tone,🏌🏽‍♀️,E4.0 woman golfing: medium skin tone,1F3CC 1F3FD 200D 2640 FE0F,people-body,person-sport,
e4-0-woman-golfing-medium-dark-skin-tone,🏌🏾‍♀️,E4.0 woman golfing: medium-dark skin tone,1F3CC 1F3FE 200D 2640 FE0F,people-body,person-sport,
e4-0-woman-golfing-dark-skin-tone,🏌🏿‍♀️,E4.0 woman golfing: dark skin tone,1F3CC 1F3FF 200D 2640 FE0F,people-body,person-sport,
e0-6-person-surfing,🏄,E0.6 person surfing,1F3C4,people-body,person-sport,"[{'slug': 'e1-0-person-surfing-light-skin-tone', 'character': '🏄🏻'}, {'slug': 'e1-0-person-surfing-medium-light-skin-tone', 'character': '🏄🏼'}, {'slug': 'e1-0-person-surfing-medium-skin-tone', 'character': '🏄🏽'}, {'slug': 'e1-0-person-surfing-medium-dark-skin-tone', 'character': '🏄🏾'}, {'slug': 'e1-0-person-surfing-dark-skin-tone', 'character': '🏄🏿'}, {'slug': 'e4-0-man-surfing', 'character': '🏄\u200d♂️'}, {'slug': 'e4-0-man-surfing-light-skin-tone', 'character': '🏄🏻\u200d♂️'}, {'slug': 'e4-0-man-surfing-medium-light-skin-tone', 'character': '🏄🏼\u200d♂️'}, {'slug': 'e4-0-man-surfing-medium-skin-tone', 'character': '🏄🏽\u200d♂️'}, {'slug': 'e4-0-man-surfing-medium-dark-skin-tone', 'character': '🏄🏾\u200d♂️'}, {'slug': 'e4-0-man-surfing-dark-skin-tone', 'character': '🏄🏿\u200d♂️'}, {'slug': 'e4-0-woman-surfing', 'character': '🏄\u200d♀️'}, {'slug': 'e4-0-woman-surfing-light-skin-tone', 'character': '🏄🏻\u200d♀️'}, {'slug': 'e4-0-woman-surfing-medium-light-skin-tone', 'character': '🏄🏼\u200d♀️'}, {'slug': 'e4-0-woman-surfing-medium-skin-tone', 'character': '🏄🏽\u200d♀️'}, {'slug': 'e4-0-woman-surfing-medium-dark-skin-tone', 'character': '🏄🏾\u200d♀️'}, {'slug': 'e4-0-woman-surfing-dark-skin-tone', 'character': '🏄🏿\u200d♀️'}]"
e1-0-person-rowing-boat,🚣,E1.0 person rowing boat,1F6A3,people-body,person-sport,"[{'slug': 'e1-0-person-rowing-boat-light-skin-tone', 'character': '🚣🏻'}, {'slug': 'e1-0-person-rowing-boat-medium-light-skin-tone', 'character': '🚣🏼'}, {'slug': 'e1-0-person-rowing-boat-medium-skin-tone', 'character': '🚣🏽'}, {'slug': 'e1-0-person-rowing-boat-medium-dark-skin-tone', 'character': '🚣🏾'}, {'slug': 'e1-0-person-rowing-boat-dark-skin-tone', 'character': '🚣🏿'}, {'slug': 'e4-0-man-rowing-boat', 'character': '🚣\u200d♂️'}, {'slug': 'e4-0-man-rowing-boat-light-skin-tone', 'character': '🚣🏻\u200d♂️'}, {'slug': 'e4-0-man-rowing-boat-medium-light-skin-tone', 'character': '🚣🏼\u200d♂️'}, {'slug': 'e4-0-man-rowing-boat-medium-skin-tone', 'character': '🚣🏽\u200d♂️'}, {'slug': 'e4-0-man-rowing-boat-medium-dark-skin-tone', 'character': '🚣🏾\u200d♂️'}, {'slug': 'e4-0-man-rowing-boat-dark-skin-tone', 'character': '🚣🏿\u200d♂️'}, {'slug': 'e4-0-woman-rowing-boat', 'character': '🚣\u200d♀️'}, {'slug': 'e4-0-woman-rowing-boat-light-skin-tone', 'character': '🚣🏻\u200d♀️'}, {'slug': 'e4-0-woman-rowing-boat-medium-light-skin-tone', 'character': '🚣🏼\u200d♀️'}, {'slug': 'e4-0-woman-rowing-boat-medium-skin-tone', 'character': '🚣🏽\u200d♀️'}, {'slug': 'e4-0-woman-rowing-boat-medium-dark-skin-tone', 'character': '🚣🏾\u200d♀️'}, {'slug': 'e4-0-woman-rowing-boat-dark-skin-tone', 'character': '🚣🏿\u200d♀️'}]"
e0-6-person-swimming,🏊,E0.6 person swimming,1F3CA,people-body,person-sport,"[{'slug': 'e1-0-person-swimming-light-skin-tone', 'character': '🏊🏻'}, {'slug': 'e1-0-person-swimming-medium-light-skin-tone', 'character': '🏊🏼'}, {'slug': 'e1-0-person-swimming-medium-skin-tone', 'character': '🏊🏽'}, {'slug': 'e1-0-person-swimming-medium-dark-skin-tone', 'character': '🏊🏾'}, {'slug': 'e1-0-person-swimming-dark-skin-tone', 'character': '🏊🏿'}, {'slug': 'e4-0-man-swimming', 'character': '🏊\u200d♂️'}, {'slug': 'e4-0-man-swimming-light-skin-tone', 'character': '🏊🏻\u200d♂️'}, {'slug': 'e4-0-man-swimming-medium-light-skin-tone', 'character': '🏊🏼\u200d♂️'}, {'slug': 'e4-0-man-swimming-medium-skin-tone', 'character': '🏊🏽\u200d♂️'}, {'slug': 'e4-0-man-swimming-medium-dark-skin-tone', 'character': '🏊🏾\u200d♂️'}, {'slug': 'e4-0-man-swimming-dark-skin-tone', 'character': '🏊🏿\u200d♂️'}, {'slug': 'e4-0-woman-swimming', 'character': '🏊\u200d♀️'}, {'slug': 'e4-0-woman-swimming-light-skin-tone', 'character': '🏊🏻\u200d♀️'}, {'slug': 'e4-0-woman-swimming-medium-light-skin-tone', 'character': '🏊🏼\u200d♀️'}, {'slug': 'e4-0-woman-swimming-medium-skin-tone', 'character': '🏊🏽\u200d♀️'}, {'slug': 'e4-0-woman-swimming-medium-dark-skin-tone', 'character': '🏊🏾\u200d♀️'}, {'slug': 'e4-0-woman-swimming-dark-skin-tone', 'character': '🏊🏿\u200d♀️'}]"
e0-7-person-bouncing-ball,⛹️,E0.7 person bouncing ball,26F9 FE0F,people-body,person-sport,
e2-0-person-bouncing-ball-light-skin-tone,⛹🏻,E2.0 person bouncing ball: light skin tone,26F9 1F3FB,people-body,person-sport,
e2-0-person-bouncing-ball-medium-light-skin-tone,⛹🏼,E2.0 person bouncing ball: medium-light skin tone,26F9 1F3FC,people-body,person-sport,
e2-0-person-bouncing-ball-medium-skin-tone,⛹🏽,E2.0 person bouncing ball: medium skin tone,26F9 1F3FD,people-body,person-sport,
e2-0-person-bouncing-ball-medium-dark-skin-tone,⛹🏾,E2.0 person bouncing ball: medium-dark skin tone,26F9 1F3FE,people-body,person-sport,
e2-0-person-bouncing-ball-dark-skin-tone,⛹🏿,E2.0 person bouncing ball: dark skin tone,26F9 1F3FF,people-body,person-sport,
e4-0-man-bouncing-ball,⛹️‍♂️,E4.0 man bouncing ball,26F9 FE0F 200D 2642 FE0F,people-body,person-sport,
e4-0-man-bouncing-ball-light-skin-tone,⛹🏻‍♂️,E4.0 man bouncing ball: light skin tone,26F9 1F3FB 200D 2642 FE0F,people-body,person-sport,
e4-0-man-bouncing-ball-medium-light-skin-tone,⛹🏼‍♂️,E4.0 man bouncing ball: medium-light skin tone,26F9 1F3FC 200D 2642 FE0F,people-body,person-sport,
e4-0-man-bouncing-ball-medium-skin-tone,⛹🏽‍♂️,E4.0 man bouncing ball: medium skin tone,26F9 1F3FD 200D 2642 FE0F,people-body,person-sport,
e4-0-man-bouncing-ball-medium-dark-skin-tone,⛹🏾‍♂️,E4.0 man bouncing ball: medium-dark skin tone,26F9 1F3FE 200D 2642 FE0F,people-body,person-sport,
e4-0-man-bouncing-ball-dark-skin-tone,⛹🏿‍♂️,E4.0 man bouncing ball: dark skin tone,26F9 1F3FF 200D 2642 FE0F,people-body,person-sport,
e4-0-woman-bouncing-ball,⛹️‍♀️,E4.0 woman bouncing ball,26F9 FE0F 200D 2640 FE0F,people-body,person-sport,
e4-0-woman-bouncing-ball-light-skin-tone,⛹🏻‍♀️,E4.0 woman bouncing ball: light skin tone,26F9 1F3FB 200D 2640 FE0F,people-body,person-sport,
e4-0-woman-bouncing-ball-medium-light-skin-tone,⛹🏼‍♀️,E4.0 woman bouncing ball: medium-light skin tone,26F9 1F3FC 200D 2640 FE0F,people-body,person-sport,
e4-0-woman-bouncing-ball-medium-skin-tone,⛹🏽‍♀️,E4.0 woman bouncing ball: medium skin tone,26F9 1F3FD 200D 2640 FE0F,people-body,person-sport,
e4-0-woman-bouncing-ball-medium-dark-skin-tone,⛹🏾‍♀️,E4.0 woman bouncing ball: medium-dark skin tone,26F9 1F3FE 200D 2640 FE0F,people-body,person-sport,
e4-0-woman-bouncing-ball-dark-skin-tone,⛹🏿‍♀️,E4.0 woman bouncing ball: dark skin tone,26F9 1F3FF 200D 2640 FE0F,people-body,person-sport,
e0-7-person-lifting-weights,🏋️,E0.7 person lifting weights,1F3CB FE0F,people-body,person-sport,
e2-0-person-lifting-weights-light-skin-tone,🏋🏻,E2.0 person lifting weights: light skin tone,1F3CB 1F3FB,people-body,person-sport,
e2-0-person-lifting-weights-medium-light-skin-tone,🏋🏼,E2.0 person lifting weights: medium-light skin tone,1F3CB 1F3FC,people-body,person-sport,
e2-0-person-lifting-weights-medium-skin-tone,🏋🏽,E2.0 person lifting weights: medium skin tone,1F3CB 1F3FD,people-body,person-sport,
e2-0-person-lifting-weights-medium-dark-skin-tone,🏋🏾,E2.0 person lifting weights: medium-dark skin tone,1F3CB 1F3FE,people-body,person-sport,
e2-0-person-lifting-weights-dark-skin-tone,🏋🏿,E2.0 person lifting weights: dark skin tone,1F3CB 1F3FF,people-body,person-sport,
e4-0-man-lifting-weights,🏋️‍♂️,E4.0 man lifting weights,1F3CB FE0F 200D 2642 FE0F,people-body,person-sport,
e4-0-man-lifting-weights-light-skin-tone,🏋🏻‍♂️,E4.0 man lifting weights: light skin tone,1F3CB 1F3FB 200D 2642 FE0F,people-body,person-sport,
e4-0-man-lifting-weights-medium-light-skin-tone,🏋🏼‍♂️,E4.0 man lifting weights: medium-light skin tone,1F3CB 1F3FC 200D 2642 FE0F,people-body,person-sport,
e4-0-man-lifting-weights-medium-skin-tone,🏋🏽‍♂️,E4.0 man lifting weights: medium skin tone,1F3CB 1F3FD 200D 2642 FE0F,people-body,person-sport,
e4-0-man-lifting-weights-medium-dark-skin-tone,🏋🏾‍♂️,E4.0 man lifting weights: medium-dark skin tone,1F3CB 1F3FE 200D 2642 FE0F,people-body,person-sport,
e4-0-man-lifting-weights-dark-skin-tone,🏋🏿‍♂️,E4.0 man lifting weights: dark skin tone,1F3CB 1F3FF 200D 2642 FE0F,people-body,person-sport,
e4-0-woman-lifting-weights,🏋️‍♀️,E4.0 woman lifting weights,1F3CB FE0F 200D 2640 FE0F,people-body,person-sport,
e4-0-woman-lifting-weights-light-skin-tone,🏋🏻‍♀️,E4.0 woman lifting weights: light skin tone,1F3CB 1F3FB 200D 2640 FE0F,people-body,person-sport,
e4-0-woman-lifting-weights-medium-light-skin-tone,🏋🏼‍♀️,E4.0 woman lifting weights: medium-light skin tone,1F3CB 1F3FC 200D 2640 FE0F,people-body,person-sport,
e4-0-woman-lifting-weights-medium-skin-tone,🏋🏽‍♀️,E4.0 woman lifting weights: medium skin tone,1F3CB 1F3FD 200D 2640 FE0F,people-body,person-sport,
e4-0-woman-lifting-weights-medium-dark-skin-tone,🏋🏾‍♀️,E4.0 woman lifting weights: medium-dark skin tone,1F3CB 1F3FE 200D 2640 FE0F,people-body,person-sport,
e4-0-woman-lifting-weights-dark-skin-tone,🏋🏿‍♀️,E4.0 woman lifting weights: dark skin tone,1F3CB 1F3FF 200D 2640 FE0F,people-body,person-sport,
e1-0-person-biking,🚴,E1.0 person biking,1F6B4,people-body,person-sport,"[{'slug': 'e1-0-person-biking-light-skin-tone', 'character': '🚴🏻'}, {'slug': 'e1-0-person-biking-medium-light-skin-tone', 'character': '🚴🏼'}, {'slug': 'e1-0-person-biking-medium-skin-tone', 'character': '🚴🏽'}, {'slug': 'e1-0-person-biking-medium-dark-skin-tone', 'character': '🚴🏾'}, {'slug': 'e1-0-person-biking-dark-skin-tone', 'character': '🚴🏿'}, {'slug': 'e4-0-man-biking', 'character': '🚴\u200d♂️'}, {'slug': 'e4-0-man-biking-light-skin-tone', 'character': '🚴🏻\u200d♂️'}, {'slug': 'e4-0-man-biking-medium-light-skin-tone', 'character': '🚴🏼\u200d♂️'}, {'slug': 'e4-0-man-biking-medium-skin-tone', 'character': '🚴🏽\u200d♂️'}, {'slug': 'e4-0-man-biking-medium-dark-skin-tone', 'character': '🚴🏾\u200d♂️'}, {'slug': 'e4-0-man-biking-dark-skin-tone', 'character': '🚴🏿\u200d♂️'}, {'slug': 'e4-0-woman-biking', 'character': '🚴\u200d♀️'}, {'slug': 'e4-0-woman-biking-light-skin-tone', 'character': '🚴🏻\u200d♀️'}, {'slug': 'e4-0-woman-biking-medium-light-skin-tone', 'character': '🚴🏼\u200d♀️'}, {'slug': 'e4-0-woman-biking-medium-skin-tone', 'character': '🚴🏽\u200d♀️'}, {'slug': 'e4-0-woman-biking-medium-dark-skin-tone', 'character': '🚴🏾\u200d♀️'}, {'slug': 'e4-0-woman-biking-dark-skin-tone', 'character': '🚴🏿\u200d♀️'}]"
e1-0-person-mountain-biking,🚵,E1.0 person mountain biking,1F6B5,people-body,person-sport,"[{'slug': 'e1-0-person-mountain-biking-light-skin-tone', 'character': '🚵🏻'}, {'slug': 'e1-0-person-mountain-biking-medium-light-skin-tone', 'character': '🚵🏼'}, {'slug': 'e1-0-person-mountain-biking-medium-skin-tone', 'character': '🚵🏽'}, {'slug': 'e1-0-person-mountain-biking-medium-dark-skin-tone', 'character': '🚵🏾'}, {'slug': 'e1-0-person-mountain-biking-dark-skin-tone', 'character': '🚵🏿'}, {'slug': 'e4-0-man-mountain-biking', 'character': '🚵\u200d♂️'}, {'slug': 'e4-0-man-mountain-biking-light-skin-tone', 'character': '🚵🏻\u200d♂️'}, {'slug': 'e4-0-man-mountain-biking-medium-light-skin-tone', 'character': '🚵🏼\u200d♂️'}, {'slug': 'e4-0-man-mountain-biking-medium-skin-tone', 'character': '🚵🏽\u200d♂️'}, {'slug': 'e4-0-man-mountain-biking-medium-dark-skin-tone', 'character': '🚵🏾\u200d♂️'}, {'slug': 'e4-0-man-mountain-biking-dark-skin-tone', 'character': '🚵🏿\u200d♂️'}, {'slug': 'e4-0-woman-mountain-biking', 'character': '🚵\u200d♀️'}, {'slug': 'e4-0-woman-mountain-biking-light-skin-tone', 'character': '🚵🏻\u200d♀️'}, {'slug': 'e4-0-woman-mountain-biking-medium-light-skin-tone', 'character': '🚵🏼\u200d♀️'}, {'slug': 'e4-0-woman-mountain-biking-medium-skin-tone', 'character': '🚵🏽\u200d♀️'}, {'slug': 'e4-0-woman-mountain-biking-medium-dark-skin-tone', 'character': '🚵🏾\u200d♀️'}, {'slug': 'e4-0-woman-mountain-biking-dark-skin-tone', 'character': '🚵🏿\u200d♀️'}]"
