slug,character,unicodeName,codePoint,group,subGroup,variants,description
e11-0-supervillain,🦹,E11.0 supervillain,1F9B9,people-body,person-fantasy,"[{'slug': 'e11-0-supervillain-light-skin-tone', 'character': '🦹🏻'}, {'slug': 'e11-0-supervillain-medium-light-skin-tone', 'character': '🦹🏼'}, {'slug': 'e11-0-supervillain-medium-skin-tone', 'character': '🦹🏽'}, {'slug': 'e11-0-supervillain-medium-dark-skin-tone', 'character': '🦹🏾'}, {'slug': 'e11-0-supervillain-dark-skin-tone', 'character': '🦹🏿'}, {'slug': 'e11-0-man-supervillain', 'character': '🦹\u200d♂️'}, {'slug': 'e11-0-man-supervillain-light-skin-tone', 'character': '🦹🏻\u200d♂️'}, {'slug': 'e11-0-man-supervillain-medium-light-skin-tone', 'character': '🦹🏼\u200d♂️'}, {'slug': 'e11-0-man-supervillain-medium-skin-tone', 'character': '🦹🏽\u200d♂️'}, {'slug': 'e11-0-man-supervillain-medium-dark-skin-tone', 'character': '🦹🏾\u200d♂️'}, {'slug': 'e11-0-man-supervillain-dark-skin-tone', 'character': '🦹🏿\u200d♂️'}, {'slug': 'e11-0-woman-supervillain', 'character': '🦹\u200d♀️'}, {'slug': 'e11-0-woman-supervillain-light-skin-tone', 'character': '🦹🏻\u200d♀️'}, {'slug': 'e11-0-woman-supervillain-medium-light-skin-tone', 'character': '🦹🏼\u200d♀️'}, {'slug': 'e11-0-woman-supervillain-medium-skin-tone', 'character': '🦹🏽\u200d♀️'}, {'slug': 'e11-0-woman-supervillain-medium-dark-skin-tone', 'character': '🦹🏾\u200d♀️'}, {'slug': 'e11-0-woman-supervillain-dark-skin-tone', 'character': '🦹🏿\u200d♀️'}]",supervillain
e5-0-mage,🧙,E5.0 mage,1F9D9,people-body,person-fantasy,"[{'slug': 'e5-0-mage-light-skin-tone', 'character': '🧙🏻'}, {'slug': 'e5-0-mage-medium-light-skin-tone', 'character': '🧙🏼'}, {'slug': 'e5-0-mage-medium-skin-tone', 'character': '🧙🏽'}, {'slug': 'e5-0-mage-medium-dark-skin-tone', 'character': '🧙🏾'}, {'slug': 'e5-0-mage-dark-skin-tone', 'character': '🧙🏿'}, {'slug': 'e5-0-man-mage', 'character': '🧙\u200d♂️'}, {'slug': 'e5-0-man-mage-light-skin-tone', 'character': '🧙🏻\u200d♂️'}, {'slug': 'e5-0-man-mage-medium-light-skin-tone', 'character': '🧙🏼\u200d♂️'}, {'slug': 'e5-0-man-mage-medium-skin-tone', 'character': '🧙🏽\u200d♂️'}, {'slug': 'e5-0-man-mage-medium-dark-skin-tone', 'character': '🧙🏾\u200d♂️'}, {'slug': 'e5-0-man-mage-dark-skin-tone', 'character': '🧙🏿\u200d♂️'}, {'slug': 'e5-0-woman-mage', 'character': '🧙\u200d♀️'}, {'slug': 'e5-0-woman-mage-light-skin-tone', 'character': '🧙🏻\u200d♀️'}, {'slug': 'e5-0-woman-mage-medium-light-skin-tone', 'character': '🧙🏼\u200d♀️'}, {'slug': 'e5-0-woman-mage-medium-skin-tone', 'character': '🧙🏽\u200d♀️'}, {'slug': 'e5-0-woman-mage-medium-dark-skin-tone', 'character': '🧙🏾\u200d♀️'}, {'slug': 'e5-0-woman-mage-dark-skin-tone', 'character': '🧙🏿\u200d♀️'}]",mage
e5-0-fairy,🧚,E5.0 fairy,1F9DA,people-body,person-fantasy,"[{'slug': 'e5-0-fairy-light-skin-tone', 'character': '🧚🏻'}, {'slug': 'e5-0-fairy-medium-light-skin-tone', 'character': '🧚🏼'}, {'slug': 'e5-0-fairy-medium-skin-tone', 'character': '🧚🏽'}, {'slug': 'e5-0-fairy-medium-dark-skin-tone', 'character': '🧚🏾'}, {'slug': 'e5-0-fairy-dark-skin-tone', 'character': '🧚🏿'}, {'slug': 'e5-0-man-fairy', 'character': '🧚\u200d♂️'}, {'slug': 'e5-0-man-fairy-light-skin-tone', 'character': '🧚🏻\u200d♂️'}, {'slug': 'e5-0-man-fairy-medium-light-skin-tone', 'character': '🧚🏼\u200d♂️'}, {'slug': 'e5-0-man-fairy-medium-skin-tone', 'character': '🧚🏽\u200d♂️'}, {'slug': 'e5-0-man-fairy-medium-dark-skin-tone', 'character': '🧚🏾\u200d♂️'}, {'slug': 'e5-0-man-fairy-dark-skin-tone', 'character': '🧚🏿\u200d♂️'}, {'slug': 'e5-0-woman-fairy', 'character': '🧚\u200d♀️'}, {'slug': 'e5-0-woman-fairy-light-skin-tone', 'character': '🧚🏻\u200d♀️'}, {'slug': 'e5-0-woman-fairy-medium-light-skin-tone', 'character': '🧚🏼\u200d♀️'}, {'slug': 'e5-0-woman-fairy-medium-skin-tone', 'character': '🧚🏽\u200d♀️'}, {'slug': 'e5-0-woman-fairy-medium-dark-skin-tone', 'character': '🧚🏾\u200d♀️'}, {'slug': 'e5-0-woman-fairy-dark-skin-tone', 'character': '🧚🏿\u200d♀️'}]",fairy
e5-0-vampire,🧛,E5.0 vampire,1F9DB,people-body,person-fantasy,"[{'slug': 'e5-0-vampire-light-skin-tone', 'character': '🧛🏻'}, {'slug': 'e5-0-vampire-medium-light-skin-tone', 'character': '🧛🏼'}, {'slug': 'e5-0-vampire-medium-skin-tone', 'character': '🧛🏽'}, {'slug': 'e5-0-vampire-medium-dark-skin-tone', 'character': '🧛🏾'}, {'slug': 'e5-0-vampire-dark-skin-tone', 'character': '🧛🏿'}, {'slug': 'e5-0-man-vampire', 'character': '🧛\u200d♂️'}, {'slug': 'e5-0-man-vampire-light-skin-tone', 'character': '🧛🏻\u200d♂️'}, {'slug': 'e5-0-man-vampire-medium-light-skin-tone', 'character': '🧛🏼\u200d♂️'}, {'slug': 'e5-0-man-vampire-medium-skin-tone', 'character': '🧛🏽\u200d♂️'}, {'slug': 'e5-0-man-vampire-medium-dark-skin-tone', 'character': '🧛🏾\u200d♂️'}, {'slug': 'e5-0-man-vampire-dark-skin-tone', 'character': '🧛🏿\u200d♂️'}, {'slug': 'e5-0-woman-vampire', 'character': '🧛\u200d♀️'}, {'slug': 'e5-0-woman-vampire-light-skin-tone', 'character': '🧛🏻\u200d♀️'}, {'slug': 'e5-0-woman-vampire-medium-light-skin-tone', 'character': '🧛🏼\u200d♀️'}, {'slug': 'e5-0-woman-vampire-medium-skin-tone', 'character': '🧛🏽\u200d♀️'}, {'slug': 'e5-0-woman-vampire-medium-dark-skin-tone', 'character': '🧛🏾\u200d♀️'}, {'slug': 'e5-0-woman-vampire-dark-skin-tone', 'character': '🧛🏿\u200d♀️'}]",vampire
e5-0-merperson,🧜,E5.0 merperson,1F9DC,people-body,person-fantasy,"[{'slug': 'e5-0-merperson-light-skin-tone', 'character': '🧜🏻'}, {'slug': 'e5-0-merperson-medium-light-skin-tone', 'character': '🧜🏼'}, {'slug': 'e5-0-merperson-medium-skin-tone', 'character': '🧜🏽'}, {'slug': 'e5-0-merperson-medium-dark-skin-tone', 'character': '🧜🏾'}, {'slug': 'e5-0-merperson-dark-skin-tone', 'character': '🧜🏿'}, {'slug': 'e5-0-merman', 'character': '🧜\u200d♂️'}, {'slug': 'e5-0-merman-light-skin-tone', 'character': '🧜🏻\u200d♂️'}, {'slug': 'e5-0-merman-medium-light-skin-tone', 'character': '🧜🏼\u200d♂️'}, {'slug': 'e5-0-merman-medium-skin-tone', 'character': '🧜🏽\u200d♂️'}, {'slug': 'e5-0-merman-medium-dark-skin-tone', 'character': '🧜🏾\u200d♂️'}, {'slug': 'e5-0-merman-dark-skin-tone', 'character': '🧜🏿\u200d♂️'}, {'slug': 'e5-0-mermaid', 'character': '🧜\u200d♀️'}, {'slug': 'e5-0-mermaid-light-skin-tone', 'character': '🧜🏻\u200d♀️'}, {'slug': 'e5-0-mermaid-medium-light-skin-tone', 'character': '🧜🏼\u200d♀️'}, {'slug': 'e5-0-mermaid-medium-skin-tone', 'character': '🧜🏽\u200d♀️'}, {'slug': 'e5-0-mermaid-medium-dark-skin-tone', 'character': '🧜🏾\u200d♀️'}, {'slug': 'e5-0-mermaid-dark-skin-tone', 'character': '🧜🏿\u200d♀️'}]",merperson
e5-0-elf,🧝,E5.0 elf,1F9DD,people-body,person-fantasy,"[{'slug': 'e5-0-elf-light-skin-tone', 'character': '🧝🏻'}, {'slug': 'e5-0-elf-medium-light-skin-tone', 'character': '🧝🏼'}, {'slug': 'e5-0-elf-medium-skin-tone', 'character': '🧝🏽'}, {'slug': 'e5-0-elf-medium-dark-skin-tone', 'character': '🧝🏾'}, {'slug': 'e5-0-elf-dark-skin-tone', 'character': '🧝🏿'}, {'slug': 'e5-0-man-elf', 'character': '🧝\u200d♂️'}, {'slug': 'e5-0-man-elf-light-skin-tone', 'character': '🧝🏻\u200d♂️'}, {'slug': 'e5-0-man-elf-medium-light-skin-tone', 'character': '🧝🏼\u200d♂️'}, {'slug': 'e5-0-man-elf-medium-skin-tone', 'character': '🧝🏽\u200d♂️'}, {'slug': 'e5-0-man-elf-medium-dark-skin-tone', 'character': '🧝🏾\u200d♂️'}, {'slug': 'e5-0-man-elf-dark-skin-tone', 'character': '🧝🏿\u200d♂️'}, {'slug': 'e5-0-woman-elf', 'character': '🧝\u200d♀️'}, {'slug': 'e5-0-woman-elf-light-skin-tone', 'character': '🧝🏻\u200d♀️'}, {'slug': 'e5-0-woman-elf-medium-light-skin-tone', 'character': '🧝🏼\u200d♀️'}, {'slug': 'e5-0-woman-elf-medium-skin-tone', 'character': '🧝🏽\u200d♀️'}, {'slug': 'e5-0-woman-elf-medium-dark-skin-tone', 'character': '🧝🏾\u200d♀️'}, {'slug': 'e5-0-woman-elf-dark-skin-tone', 'character': '🧝🏿\u200d♀️'}]",elf
e5-0-genie,🧞,E5.0 genie,1F9DE,people-body,person-fantasy,"[{'slug': 'e5-0-man-genie', 'character': '🧞\u200d♂️'}, {'slug': 'e5-0-woman-genie', 'character': '🧞\u200d♀️'}]",genie
e5-0-zombie,🧟,E5.0 zombie,1F9DF,people-body,person-fantasy,"[{'slug': 'e5-0-man-zombie', 'character': '🧟\u200d♂️'}, {'slug': 'e5-0-woman-zombie', 'character': '🧟\u200d♀️'}]",zombie
e14-0-troll,🧌,E14.0 troll,1F9CC,people-body,person-fantasy,,troll
e0-6-person-getting-massage,💆,E0.6 person getting massage,1F486,people-body,person-activity,"[{'slug': 'e1-0-person-getting-massage-light-skin-tone', 'character': '💆🏻'}, {'slug': 'e1-0-person-getting-massage-medium-light-skin-tone', 'character': '💆🏼'}, {'slug': 'e1-0-person-getting-massage-medium-skin-tone', 'character': '💆🏽'}, {'slug': 'e1-0-person-getting-massage-medium-dark-skin-tone', 'character': '💆🏾'}, {'slug': 'e1-0-person-getting-massage-dark-skin-tone', 'character': '💆🏿'}, {'slug': 'e4-0-man-getting-massage', 'character': '💆\u200d♂️'}, {'slug': 'e4-0-man-getting-massage-light-skin-tone', 'character': '💆🏻\u200d♂️'}, {'slug': 'e4-0-man-getting-massage-medium-light-skin-tone', 'character': '💆🏼\u200d♂️'}, {'slug': 'e4-0-man-getting-massage-medium-skin-tone', 'character': '💆🏽\u200d♂️'}, {'slug': 'e4-0-man-getting-massage-medium-dark-skin-tone', 'character': '💆🏾\u200d♂️'}, {'slug': 'e4-0-man-getting-massage-dark-skin-tone', 'character': '💆🏿\u200d♂️'}, {'slug': 'e4-0-woman-getting-massage', 'character': '💆\u200d♀️'}, {'slug': 'e4-0-woman-getting-massage-light-skin-tone', 'character': '💆🏻\u200d♀️'}, {'slug': 'e4-0-woman-getting-massage-medium-light-skin-tone', 'character': '💆🏼\u200d♀️'}, {'slug': 'e4-0-woman-getting-massage-medium-skin-tone', 'character': '💆🏽\u200d♀️'}, {'slug': 'e4-0-woman-getting-massage-medium-dark-skin-tone', 'character': '💆🏾\u200d♀️'}, {'slug': 'e4-0-woman-getting-massage-dark-skin-tone', 'character': '💆🏿\u200d♀️'}]",person getting massage
e0-6-person-getting-haircut,💇,E0.6 person getting haircut,1F487,people-body,person-activity,"[{'slug': 'e1-0-person-getting-haircut-light-skin-tone', 'character': '💇🏻'}, {'slug': 'e1-0-person-getting-haircut-medium-light-skin-tone', 'character': '💇🏼'}, {'slug': 'e1-0-person-getting-haircut-medium-skin-tone', 'character': '💇🏽'}, {'slug': 'e1-0-person-getting-haircut-medium-dark-skin-tone', 'character': '💇🏾'}, {'slug': 'e1-0-person-getting-haircut-dark-skin-tone', 'character': '💇🏿'}, {'slug': 'e4-0-man-getting-haircut', 'character': '💇\u200d♂️'}, {'slug': 'e4-0-man-getting-haircut-light-skin-tone', 'character': '💇🏻\u200d♂️'}, {'slug': 'e4-0-man-getting-haircut-medium-light-skin-tone', 'character': '💇🏼\u200d♂️'}, {'slug': 'e4-0-man-getting-haircut-medium-skin-tone', 'character': '💇🏽\u200d♂️'}, {'slug': 'e4-0-man-getting-haircut-medium-dark-skin-tone', 'character': '💇🏾\u200d♂️'}, {'slug': 'e4-0-man-getting-haircut-dark-skin-tone', 'character': '💇🏿\u200d♂️'}, {'slug': 'e4-0-woman-getting-haircut', 'character': '💇\u200d♀️'}, {'slug': 'e4-0-woman-getting-haircut-light-skin-tone', 'character': '💇🏻\u200d♀️'}, {'slug': 'e4-0-woman-getting-haircut-medium-light-skin-tone', 'character': '💇🏼\u200d♀️'}, {'slug': 'e4-0-woman-getting-haircut-medium-skin-tone', 'character': '💇🏽\u200d♀️'}, {'slug': 'e4-0-woman-getting-haircut-medium-dark-skin-tone', 'character': '💇🏾\u200d♀️'}, {'slug': 'e4-0-woman-getting-haircut-dark-skin-tone', 'character': '💇🏿\u200d♀️'}]",person getting haircut
e0-6-person-walking,🚶,E0.6 person walking,1F6B6,people-body,person-activity,"[{'slug': 'e1-0-person-walking-light-skin-tone', 'character': '🚶🏻'}, {'slug': 'e1-0-person-walking-medium-light-skin-tone', 'character': '🚶🏼'}, {'slug': 'e1-0-person-walking-medium-skin-tone', 'character': '🚶🏽'}, {'slug': 'e1-0-person-walking-medium-dark-skin-tone', 'character': '🚶🏾'}, {'slug': 'e1-0-person-walking-dark-skin-tone', 'character': '🚶🏿'}, {'slug': 'e4-0-man-walking', 'character': '🚶\u200d♂️'}, {'slug': 'e4-0-man-walking-light-skin-tone', 'character': '🚶🏻\u200d♂️'}, {'slug': 'e4-0-man-walking-medium-light-skin-tone', 'character': '🚶🏼\u200d♂️'}, {'slug': 'e4-0-man-walking-medium-skin-tone', 'character': '🚶🏽\u200d♂️'}, {'slug': 'e4-0-man-walking-medium-dark-skin-tone', 'character': '🚶🏾\u200d♂️'}, {'slug': 'e4-0-man-walking-dark-skin-tone', 'character': '🚶🏿\u200d♂️'}, {'slug': 'e4-0-woman-walking', 'character': '🚶\u200d♀️'}, {'slug': 'e4-0-woman-walking-light-skin-tone', 'character': '🚶🏻\u200d♀️'}, {'slug': 'e4-0-woman-walking-medium-light-skin-tone', 'character': '🚶🏼\u200d♀️'}, {'slug': 'e4-0-woman-walking-medium-skin-tone', 'character': '🚶🏽\u200d♀️'}, {'slug': 'e4-0-woman-walking-medium-dark-skin-tone', 'character': '🚶🏾\u200d♀️'}, {'slug': 'e4-0-woman-walking-dark-skin-tone', 'character': '🚶🏿\u200d♀️'}]",person walking
e12-0-person-standing,🧍,E12.0 person standing,1F9CD,people-body,person-activity,"[{'slug': 'e12-0-person-standing-light-skin-tone', 'character': '🧍🏻'}, {'slug': 'e12-0-person-standing-medium-light-skin-tone', 'character': '🧍🏼'}, {'slug': 'e12-0-person-standing-medium-skin-tone', 'character': '🧍🏽'}, {'slug': 'e12-0-person-standing-medium-dark-skin-tone', 'character': '🧍🏾'}, {'slug': 'e12-0-person-standing-dark-skin-tone', 'character': '🧍🏿'}, {'slug': 'e12-0-man-standing', 'character': '🧍\u200d♂️'}, {'slug': 'e12-0-man-standing-light-skin-tone', 'character': '🧍🏻\u200d♂️'}, {'slug': 'e12-0-man-standing-medium-light-skin-tone', 'character': '🧍🏼\u200d♂️'}, {'slug': 'e12-0-man-standing-medium-skin-tone', 'character': '🧍🏽\u200d♂️'}, {'slug': 'e12-0-man-standing-medium-dark-skin-tone', 'character': '🧍🏾\u200d♂️'}, {'slug': 'e12-0-man-standing-dark-skin-tone', 'character': '🧍🏿\u200d♂️'}, {'slug': 'e12-0-woman-standing', 'character': '🧍\u200d♀️'}, {'slug': 'e12-0-woman-standing-light-skin-tone', 'character': '🧍🏻\u200d♀️'}, {'slug': 'e12-0-woman-standing-medium-light-skin-tone', 'character': '🧍🏼\u200d♀️'}, {'slug': 'e12-0-woman-standing-medium-skin-tone', 'character': '🧍🏽\u200d♀️'}, {'slug': 'e12-0-woman-standing-medium-dark-skin-tone', 'character': '🧍🏾\u200d♀️'}, {'slug': 'e12-0-woman-standing-dark-skin-tone', 'character': '🧍🏿\u200d♀️'}]",person standing
e12-0-person-kneeling,🧎,E12.0 person kneeling,1F9CE,people-body,person-activity,"[{'slug': 'e12-0-person-kneeling-light-skin-tone', 'character': '🧎🏻'}, {'slug': 'e12-0-person-kneeling-medium-light-skin-tone', 'character': '🧎🏼'}, {'slug': 'e12-0-person-kneeling-medium-skin-tone', 'character': '🧎🏽'}, {'slug': 'e12-0-person-kneeling-medium-dark-skin-tone', 'character': '🧎🏾'}, {'slug': 'e12-0-person-kneeling-dark-skin-tone', 'character': '🧎🏿'}, {'slug': 'e12-0-man-kneeling', 'character': '🧎\u200d♂️'}, {'slug': 'e12-0-man-kneeling-light-skin-tone', 'character': '🧎🏻\u200d♂️'}, {'slug': 'e12-0-man-kneeling-medium-light-skin-tone', 'character': '🧎🏼\u200d♂️'}, {'slug': 'e12-0-man-kneeling-medium-skin-tone', 'character': '🧎🏽\u200d♂️'}, {'slug': 'e12-0-man-kneeling-medium-dark-skin-tone', 'character': '🧎🏾\u200d♂️'}, {'slug': 'e12-0-man-kneeling-dark-skin-tone', 'character': '🧎🏿\u200d♂️'}, {'slug': 'e12-0-woman-kneeling', 'character': '🧎\u200d♀️'}, {'slug': 'e12-0-woman-kneeling-light-skin-tone', 'character': '🧎🏻\u200d♀️'}, {'slug': 'e12-0-woman-kneeling-medium-light-skin-tone', 'character': '🧎🏼\u200d♀️'}, {'slug': 'e12-0-woman-kneeling-medium-skin-tone', 'character': '🧎🏽\u200d♀️'}, {'slug': 'e12-0-woman-kneeling-medium-dark-skin-tone', 'character': '🧎🏾\u200d♀️'}, {'slug': 'e12-0-woman-kneeling-dark-skin-tone', 'character': '🧎🏿\u200d♀️'}]",person kneeling
e12-1-person-with-white-cane,🧑‍🦯,E12.1 person with white cane,1F9D1 200D 1F9AF,people-body,person-activity,,person with white cane
e12-0-man-with-white-cane,👨‍🦯,E12.0 man with white cane,1F468 200D 1F9AF,people-body,person-activity,,man with white cane
e12-0-woman-with-white-cane,👩‍🦯,E12.0 woman with white cane,1F469 200D 1F9AF,people-body,person-activity,,woman with white cane
e12-1-person-in-motorized-wheelchair,🧑‍🦼,E12.1 person in motorized wheelchair,1F9D1 200D 1F9BC,people-body,person-activity,,person in motorized wheelchair
e12-0-man-in-motorized-wheelchair,👨‍🦼,E12.0 man in motorized wheelchair,1F468 200D 1F9BC,people-body,person-activity,,man in motorized wheelchair
e12-0-woman-in-motorized-wheelchair,👩‍🦼,E12.0 woman in motorized wheelchair,1F469 200D 1F9BC,people-body,person-activity,,woman in motorized wheelchair
e12-1-person-in-manual-wheelchair,🧑‍🦽,E12.1 person in manual wheelchair,1F9D1 200D 1F9BD,people-body,person-activity,,person in manual wheelchair
e12-0-man-in-manual-wheelchair,👨‍🦽,E12.0 man in manual wheelchair,1F468 200D 1F9BD,people-body,person-activity,,man in manual wheelchair
e12-0-woman-in-manual-wheelchair,👩‍🦽,E12.0 woman in manual wheelchair,1F469 200D 1F9BD,people-body,person-activity,,woman in manual wheelchair
e0-6-person-running,🏃,E0.6 person running,1F3C3,people-body,person-activity,"[{'slug': 'e1-0-person-running-light-skin-tone', 'character': '🏃🏻'}, {'slug': 'e1-0-person-running-medium-light-skin-tone', 'character': '🏃🏼'}, {'slug': 'e1-0-person-running-medium-skin-tone', 'character': '🏃🏽'}, {'slug': 'e1-0-person-running-medium-dark-skin-tone', 'character': '🏃🏾'}, {'slug': 'e1-0-person-running-dark-skin-tone', 'character': '🏃🏿'}, {'slug': 'e4-0-man-running', 'character': '🏃\u200d♂️'}, {'slug': 'e4-0-man-running-light-skin-tone', 'character': '🏃🏻\u200d♂️'}, {'slug': 'e4-0-man-running-medium-light-skin-tone', 'character': '🏃🏼\u200d♂️'}, {'slug': 'e4-0-man-running-medium-skin-tone', 'character': '🏃🏽\u200d♂️'}, {'slug': 'e4-0-man-running-medium-dark-skin-tone', 'character': '🏃🏾\u200d♂️'}, {'slug': 'e4-0-man-running-dark-skin-tone', 'character': '🏃🏿\u200d♂️'}, {'slug': 'e4-0-woman-running', 'character': '🏃\u200d♀️'}, {'slug': 'e4-0-woman-running-light-skin-tone', 'character': '🏃🏻\u200d♀️'}, {'slug': 'e4-0-woman-running-medium-light-skin-tone', 'character': '🏃🏼\u200d♀️'}, {'slug': 'e4-0-woman-running-medium-skin-tone', 'character': '🏃🏽\u200d♀️'}, {'slug': 'e4-0-woman-running-medium-dark-skin-tone', 'character': '🏃🏾\u200d♀️'}, {'slug': 'e4-0-woman-running-dark-skin-tone', 'character': '🏃🏿\u200d♀️'}]",person running
e0-6-woman-dancing,💃,E0.6 woman dancing,1F483,people-body,person-activity,"[{'slug': 'e1-0-woman-dancing-light-skin-tone', 'character': '💃🏻'}, {'slug': 'e1-0-woman-dancing-medium-light-skin-tone', 'character': '💃🏼'}, {'slug': 'e1-0-woman-dancing-medium-skin-tone', 'character': '💃🏽'}, {'slug': 'e1-0-woman-dancing-medium-dark-skin-tone', 'character': '💃🏾'}, {'slug': 'e1-0-woman-dancing-dark-skin-tone', 'character': '💃🏿'}]",woman dancing
e3-0-man-dancing,🕺,E3.0 man dancing,1F57A,people-body,person-activity,"[{'slug': 'e3-0-man-dancing-light-skin-tone', 'character': '🕺🏻'}, {'slug': 'e3-0-man-dancing-medium-light-skin-tone', 'character': '🕺🏼'}, {'slug': 'e3-0-man-dancing-medium-skin-tone', 'character': '🕺🏽'}, {'slug': 'e3-0-man-dancing-medium-dark-skin-tone', 'character': '🕺🏾'}, {'slug': 'e3-0-man-dancing-dark-skin-tone', 'character': '🕺🏿'}]",man dancing
e0-7-person-in-suit-levitating,🕴️,E0.7 person in suit levitating,1F574 FE0F,people-body,person-activity,,person in suit levitating
e4-0-person-in-suit-levitating-light-skin-tone,🕴🏻,E4.0 person in suit levitating: light skin tone,1F574 1F3FB,people-body,person-activity,,person in suit levitating: light skin tone
e4-0-person-in-suit-levitating-medium-light-skin-tone,🕴🏼,E4.0 person in suit levitating: medium-light skin tone,1F574 1F3FC,people-body,person-activity,,person in suit levitating: medium-light skin tone
e4-0-person-in-suit-levitating-medium-skin-tone,🕴🏽,E4.0 person in suit levitating: medium skin tone,1F574 1F3FD,people-body,person-activity,,person in suit levitating: medium skin tone
e4-0-person-in-suit-levitating-medium-dark-skin-tone,🕴🏾,E4.0 person in suit levitating: medium-dark skin tone,1F574 1F3FE,people-body,person-activity,,person in suit levitating: medium-dark skin tone
e4-0-person-in-suit-levitating-dark-skin-tone,🕴🏿,E4.0 person in suit levitating: dark skin tone,1F574 1F3FF,people-body,person-activity,,person in suit levitating: dark skin tone
e0-6-people-with-bunny-ears,👯,E0.6 people with bunny ears,1F46F,people-body,person-activity,"[{'slug': 'e4-0-men-with-bunny-ears', 'character': '👯\u200d♂️'}, {'slug': 'e4-0-women-with-bunny-ears', 'character': '👯\u200d♀️'}]",people with bunny ears
e5-0-person-in-steamy-room,🧖,E5.0 person in steamy room,1F9D6,people-body,person-activity,"[{'slug': 'e5-0-person-in-steamy-room-light-skin-tone', 'character': '🧖🏻'}, {'slug': 'e5-0-person-in-steamy-room-medium-light-skin-tone', 'character': '🧖🏼'}, {'slug': 'e5-0-person-in-steamy-room-medium-skin-tone', 'character': '🧖🏽'}, {'slug': 'e5-0-person-in-steamy-room-medium-dark-skin-tone', 'character': '🧖🏾'}, {'slug': 'e5-0-person-in-steamy-room-dark-skin-tone', 'character': '🧖🏿'}, {'slug': 'e5-0-man-in-steamy-room', 'character': '🧖\u200d♂️'}, {'slug': 'e5-0-man-in-steamy-room-light-skin-tone', 'character': '🧖🏻\u200d♂️'}, {'slug': 'e5-0-man-in-steamy-room-medium-light-skin-tone', 'character': '🧖🏼\u200d♂️'}, {'slug': 'e5-0-man-in-steamy-room-medium-skin-tone', 'character': '🧖🏽\u200d♂️'}, {'slug': 'e5-0-man-in-steamy-room-medium-dark-skin-tone', 'character': '🧖🏾\u200d♂️'}, {'slug': 'e5-0-man-in-steamy-room-dark-skin-tone', 'character': '🧖🏿\u200d♂️'}, {'slug': 'e5-0-woman-in-steamy-room', 'character': '🧖\u200d♀️'}, {'slug': 'e5-0-woman-in-steamy-room-light-skin-tone', 'character': '🧖🏻\u200d♀️'}, {'slug': 'e5-0-woman-in-steamy-room-medium-light-skin-tone', 'character': '🧖🏼\u200d♀️'}, {'slug': 'e5-0-woman-in-steamy-room-medium-skin-tone', 'character': '🧖🏽\u200d♀️'}, {'slug': 'e5-0-woman-in-steamy-room-medium-dark-skin-tone', 'character': '🧖🏾\u200d♀️'}, {'slug': 'e5-0-woman-in-steamy-room-dark-skin-tone', 'character': '🧖🏿\u200d♀️'}]",person in steamy room
e5-0-person-climbing,🧗,E5.0 person climbing,1F9D7,people-body,person-activity,"[{'slug': 'e5-0-person-climbing-light-skin-tone', 'character': '🧗🏻'}, {'slug': 'e5-0-person-climbing-medium-light-skin-tone', 'character': '🧗🏼'}, {'slug': 'e5-0-person-climbing-medium-skin-tone', 'character': '🧗🏽'}, {'slug': 'e5-0-person-climbing-medium-dark-skin-tone', 'character': '🧗🏾'}, {'slug': 'e5-0-person-climbing-dark-skin-tone', 'character': '🧗🏿'}, {'slug': 'e5-0-man-climbing', 'character': '🧗\u200d♂️'}, {'slug': 'e5-0-man-climbing-light-skin-tone', 'character': '🧗🏻\u200d♂️'}, {'slug': 'e5-0-man-climbing-medium-light-skin-tone', 'character': '🧗🏼\u200d♂️'}, {'slug': 'e5-0-man-climbing-medium-skin-tone', 'character': '🧗🏽\u200d♂️'}, {'slug': 'e5-0-man-climbing-medium-dark-skin-tone', 'character': '🧗🏾\u200d♂️'}, {'slug': 'e5-0-man-climbing-dark-skin-tone', 'character': '🧗🏿\u200d♂️'}, {'slug': 'e5-0-woman-climbing', 'character': '🧗\u200d♀️'}, {'slug': 'e5-0-woman-climbing-light-skin-tone', 'character': '🧗🏻\u200d♀️'}, {'slug': 'e5-0-woman-climbing-medium-light-skin-tone', 'character': '🧗🏼\u200d♀️'}, {'slug': 'e5-0-woman-climbing-medium-skin-tone', 'character': '🧗🏽\u200d♀️'}, {'slug': 'e5-0-woman-climbing-medium-dark-skin-tone', 'character': '🧗🏾\u200d♀️'}, {'slug': 'e5-0-woman-climbing-dark-skin-tone', 'character': '🧗🏿\u200d♀️'}]",person climbing
e3-0-person-fencing,🤺,E3.0 person fencing,1F93A,people-body,person-sport,,person fencing
e1-0-horse-racing,🏇,E1.0 horse racing,1F3C7,people-body,person-sport,"[{'slug': 'e1-0-horse-racing-light-skin-tone', 'character': '🏇🏻'}, {'slug': 'e1-0-horse-racing-medium-light-skin-tone', 'character': '🏇🏼'}, {'slug': 'e1-0-horse-racing-medium-skin-tone', 'character': '🏇🏽'}, {'slug': 'e1-0-horse-racing-medium-dark-skin-tone', 'character': '🏇🏾'}, {'slug': 'e1-0-horse-racing-dark-skin-tone', 'character': '🏇🏿'}]",horse racing
e0-7-skier,⛷️,E0.7 skier,26F7 FE0F,people-body,person-sport,,skier
